SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
Sc1nnc(o1)[C@@H](C(=O)OCc1noc(c1)CC(=O)C)N,30/000000101,"InChI=1S/C11H12N4O5S/c1-5(16)2-7-3-6(15-20-7)4-18-10(17)8(12)9-13-14-11(21)19-9/h3,8H,2,4,12H2,1H3,(H,14,21)/t8-/m0/s1",C11H12N4O5S,312,0.08,5.96,2.64,3.7,-170,3.7723368770279215,1
O[C@H](CNCc1cc(Cl)cc(c1)Cl)c1nnc(o1)S,30/000000132,"InChI=1S/C11H11Cl2N3O2S/c12-7-1-6(2-8(13)3-7)4-14-5-9(17)10-15-16-11(19)18-10/h1-3,9,14,17H,4-5H2,(H,16,19)/t9-/m1/s1",C11H11N3O2SCl2,319,3.2,5.67,-1.7,2.22,-150,3.3477639157501162,1
N(C[C@@H]([NH3+])F)NCCCOC(=O)c1ccc(cc1)Cl,28/000000002,"InChI=1S/C12H17ClFN3O2/c13-10-4-2-9(3-5-10)12(18)19-7-1-6-16-17-8-11(14)15/h2-5,11,16-17H,1,6-8,15H2/p+1/t11-/m1/s1",C12H18N3O2FCl,290,2.84,5.57,-0.75,2.22,-170,3.2732689955759513,1
Sc1nnc(o1)[C@@H](C(=O)OCc1nocc1C/C=C\C)N,30/000000195,"InChI=1S/C12H14N4O4S/c1-2-3-4-7-5-19-16-8(7)6-18-11(17)9(13)10-14-15-12(21)20-10/h2-3,5,9H,4,6,13H2,1H3,(H,15,21)/b3-2-/t9-/m0/s1",C12H14N4O4S,310,1.27,5.55,2.03,3.7,-170,4.252350863450616,1
OC/C=C\c1onc(c1)COC(=O)[C@H](c1nnc(o1)S)N,30/000000165,"InChI=1S/C11H12N4O5S/c12-8(9-13-14-11(21)19-9)10(17)18-5-6-4-7(20-15-6)2-1-3-16/h1-2,4,8,16H,3,5,12H2,(H,14,21)/b2-1-/t8-/m0/s1",C11H12N4O5S,312,0.18,5.49,1.43,3.7,-170,4.009700537505375,1
Sc1nnc(o1)[C@@H](C(=O)OCc1nocc1COCNCC)N,30/000000125,"InChI=1S/C12H17N5O5S/c1-2-14-6-19-3-7-4-21-17-8(7)5-20-11(18)9(13)10-15-16-12(23)22-10/h4,9,14H,2-3,5-6,13H2,1H3,(H,16,23)/t9-/m0/s1",C12H17N5O5S,343,0.18,5.44,-0.04,5.21,-170,4.200425565786683,1
Sc1nnc(o1)[C@@H](C(=O)OCc1nocc1CNCC=C)N,30/000000153,"InChI=1S/C12H15N5O4S/c1-2-3-14-4-7-5-20-17-8(7)6-19-11(18)9(13)10-15-16-12(22)21-10/h2,5,9,14H,1,3-4,6,13H2,(H,16,22)/t9-/m0/s1",C12H15N5O4S,325,0.42,5.42,-1.33,3.7,-190,4.150991440513064,1
Oc1noc(c1)[C@@H](C/C=C/NCC1=CCOC1=O)c1ccccc1,3/000000103,"InChI=1S/C18H18N2O4/c21-17-11-16(24-20-17)15(13-5-2-1-3-6-13)7-4-9-19-12-14-8-10-23-18(14)22/h1-6,8-9,11,15,19H,7,10,12H2,(H,20,21)/b9-4+/t15-/m0/s1",C18H18N2O4,326,2.62,5.4,2.07,4.94,-150,3.9334389518324535,1
Oc1c(O)c(S)cc(c1)N(=O)=O,12/000000041,"InChI=1S/C6H5NO4S/c8-4-1-3(7(10)11)2-5(12)6(4)9/h1-2,8-9,12H",C6H5NO4S,187,1.48,5.26,8.41,1.11,0,2.856003099869376,1
Oc1noc(c1)[C@@H](C/C=C/NCC1=CCOC1=O)C(=C)N(=O)=O,3/000000088,"InChI=1S/C14H15N3O6/c1-9(17(20)21)11(12-7-13(18)16-23-12)3-2-5-15-8-10-4-6-22-14(10)19/h2,4-5,7,11,15H,1,3,6,8H2,(H,16,18)/b5-2+/t11-/m0/s1",C14H15N3O6,321,1.41,5.2,3.04,6.17,-150,4.673417603508577,1
Oc1c(I)nc(cc1)[C@H]([NH3+])c1cnc([nH]1)S,30/000000274,"InChI=1S/C9H9IN4OS/c10-8-6(15)2-1-4(13-8)7(11)5-3-12-9(16)14-5/h1-3,7,15H,11H2,(H2,12,14,16)/p+1/t7-/m0/s1",C9H10N4OSI,349,0.65,5.16,7.51,17.1,-150,4.868690007806151,1
C#Cc1cc(c(cc1[C@H](c1cccc(c1)Cl)O)O)CCCO,17/000000251,"InChI=1S/C18H17ClO3/c1-2-12-9-13(6-4-8-20)17(21)11-16(12)18(22)14-5-3-7-15(19)10-14/h1,3,5,7,9-11,18,20-22H,4,6,8H2/t18-/m0/s1",C18H17O3Cl,316,3.2,5.15,-6.46,16.9,-170,3.141636516378499,1
Sc1nnc(o1)[C@@H](C(=O)OCc1nocc1)N,30/000000023,"InChI=1S/C8H8N4O4S/c9-5(6-10-11-8(17)16-6)7(13)14-3-4-1-2-15-12-4/h1-2,5H,3,9H2,(H,11,17)/t5-/m0/s1",C8H8N4O4S,256,0.38,5.1,3.75,2.35,-150,3.9555129219906844,1
Sc1nnc(o1)[C@@H](C(=O)OCCS)N,30/000000039,"InChI=1S/C6H9N3O3S2/c7-3(5(10)11-1-2-13)4-8-9-6(14)12-4/h3,13H,1-2,7H2,(H,9,14)/t3-/m0/s1",C6H9N3O3S2,235,0.7,5.09,4.67,2.35,-150,4.107360984546719,1
OCc1nnc([nH]1)[C@@H](CNCCNCCO)Oc1cccc(c1)Br,17/000000037,"InChI=1S/C15H22BrN5O3/c16-11-2-1-3-12(8-11)24-13(9-18-5-4-17-6-7-22)15-19-14(10-23)20-21-15/h1-3,8,13,17-18,22-23H,4-7,9-10H2,(H,19,20,21)/t13-/m1/s1",C15H22N5O3Br,400,1.3,5.09,-1.4,3.58,-190,3.507997413370914,1
Sc1nnc(o1)[C@@H](COc1ncccc1N)O,30/000000143,"InChI=1S/C9H10N4O3S/c10-5-2-1-3-11-7(5)15-4-6(14)8-12-13-9(17)16-8/h1-3,6,14H,4,10H2,(H,13,17)/t6-/m1/s1",C9H10N4O3S,254,1.01,5.03,4.29,2.22,-150,3.5913475373752997,1
S[C@@H](/C=C/1\NC(=O)N(C1=O)CC=C)C(=O)O,17/000000002,"InChI=1S/C9H10N2O4S/c1-2-3-11-7(12)5(10-9(11)15)4-6(16)8(13)14/h2,4,6,16H,1,3H2,(H,10,15)(H,13,14)/b5-4-/t6-/m0/s1",C9H10N2O4S,242,-0.24,5.03,-0.08,3.58,-150,3.849276820992965,1
[nH]1c(nnc1CNCCCN)CC#Cc1ccc([nH]1)C[NH3+],17/000000032,"InChI=1S/C14H21N7/c15-7-2-8-17-10-14-19-13(20-21-14)4-1-3-11-5-6-12(9-16)18-11/h5-6,17-18H,2,4,7-10,15-16H2,(H,19,20,21)/p+1",C14H22N7,288,0.52,5.02,-0.15,24.8,-40,4.164216129889924,1
Oc1noc(c1)[C@@H](C/C=C/NCC1=CCOC1=O)c1[nH]ccc1,3/000000082,"InChI=1S/C16H17N3O4/c20-15-9-14(23-19-15)12(13-4-2-7-18-13)3-1-6-17-10-11-5-8-22-16(11)21/h1-2,4-7,9,12,17-18H,3,8,10H2,(H,19,20)/b6-1+/t12-/m0/s1",C16H17N3O4,315,1.43,5.01,3.49,6.17,-150,4.43737487604015,1
Oc1noc(c1)[C@@H](C/C=C/NCC1=CCOC1=O)C1=CCNCN1,3/000000080,"InChI=1S/C16H20N4O4/c21-15-8-14(24-20-15)12(13-3-6-18-10-19-13)2-1-5-17-9-11-4-7-23-16(11)22/h1,3-5,8,12,17-19H,2,6-7,9-10H2,(H,20,21)/b5-1+/t12-/m0/s1",C16H20N4O4,332,0.69,4.99,2.94,6.17,-150,4.866248402381904,1
N(Cc1nnc[nH]1)OCc1oc(nc1)[C@H](C)N(=O)=O,17/000000182,"InChI=1S/C9H12N6O4/c1-6(15(16)17)9-10-2-7(19-9)4-18-13-3-8-11-5-12-14-8/h2,5-6,13H,3-4H2,1H3,(H,11,12,14)/t6-/m0/s1",C9H12N6O4,268,0.83,4.97,4.06,2.35,-170,4.494072527264388,1
Oc1noc(c1)[C@@H](C/C=C/NCC1=CCOC1=O)c1nocn1,3/000000047,"InChI=1S/C14H14N4O5/c19-12-6-11(23-17-12)10(13-16-8-22-18-13)2-1-4-15-7-9-3-5-21-14(9)20/h1,3-4,6,8,10,15H,2,5,7H2,(H,17,19)/b4-1+/t10-/m1/s1",C14H14N4O5,318,0.81,4.94,2.67,6.17,-150,4.635641466166442,1
Oc1c(I)nc(cc1)[C@@H](c1nonc1)N,30/000000252,"InChI=1S/C8H7IN4O2/c9-8-6(14)2-1-4(12-8)7(10)5-3-11-15-13-5/h1-3,7,14H,10H2/t7-/m0/s1",C8H7N4O2I,318,1.31,4.92,7.89,16.7,-150,4.256093332580418,1
Oc1cc(ccc1CCCO)[C@H](c1cccc(c1)Cl)O,17/000000056,"InChI=1S/C16H17ClO3/c17-14-5-1-3-12(9-14)16(20)13-7-6-11(4-2-8-18)15(19)10-13/h1,3,5-7,9-10,16,18-20H,2,4,8H2/t16-/m0/s1",C16H17O3Cl,292,2.71,4.9,-6.78,12.9,-170,2.5889598003767293,1
SCNc1c(OCC[NH3+])cncc1Br,3/000000034,"InChI=1S/C8H12BrN3OS/c9-6-3-11-4-7(13-2-1-10)8(6)12-5-14/h3-4,14H,1-2,5,10H2,(H,11,12)/p+1",C8H13N3OSBr,279,0.67,4.9,1.54,2.35,0,4.011965792792731,1
Oc1c(I)nc(cc1)[C@@H](c1noc(=O)[nH]1)N,30/000000224,"InChI=1S/C8H7IN4O3/c9-6-4(14)2-1-3(11-6)5(10)7-12-8(15)16-13-7/h1-2,5,14H,10H2,(H,12,13,15)/t5-/m0/s1",C8H7N4O3I,334,0.28,4.86,7.26,16.4,-150,4.2642424553586,1
N(Cc1nnc([nH]1)CBr)OCc1oc(nc1)COC(=O)C,17/000000187,"InChI=1S/C11H14BrN5O4/c1-7(18)19-6-11-13-3-8(21-11)5-20-14-4-10-15-9(2-12)16-17-10/h3,14H,2,4-6H2,1H3,(H,15,16,17)",C11H14N5O4Br,360,1.41,4.82,3.12,3.58,-20,3.608406697355247,1
Oc1c(I)nc(cc1)[C@H]([NH3+])c1n[nH]cn1,30/000000232,"InChI=1S/C8H8IN5O/c9-7-5(15)2-1-4(13-7)6(10)8-11-3-12-14-8/h1-3,6,15H,10H2,(H,11,12,14)/p+1/t6-/m0/s1",C8H9N5OI,318,0.54,4.82,8.37,16.0,-150,4.904218607305692,1
OCc1ccc(cc1OCC[C@@H](C1=NCON1)NC1=NCC(=O)N1)Cl,9/000000022,"InChI=1S/C15H18ClN5O4/c16-10-2-1-9(7-22)12(5-10)24-4-3-11(14-18-8-25-21-14)19-15-17-6-13(23)20-15/h1-2,5,11,22H,3-4,6-8H2,(H,18,21)(H2,17,19,20,23)/t11-/m0/s1",C15H18N5O4Cl,367,0.64,4.81,-2.2,3.58,-190,4.0344369994036935,1
Oc1noc(c1)[C@H](CCCl)C/C=C/NCC1=CCOC1=O,3/000000105,"InChI=1S/C14H17ClN2O4/c15-5-3-10(12-8-13(18)17-21-12)2-1-6-16-9-11-4-7-20-14(11)19/h1,4,6,8,10,16H,2-3,5,7,9H2,(H,17,18)/b6-1+/t10-/m0/s1",C14H17N2O4Cl,312,2.12,4.81,3.69,5.09,-150,4.487621306736143,1
Oc1noc(c1)[C@@H](C/C=C/NCC1=CCOC1=O)c1n[nH]nc1,3/000000024,"InChI=1S/C14H15N5O4/c20-13-6-12(23-18-13)10(11-8-16-19-17-11)2-1-4-15-7-9-3-5-22-14(9)21/h1,3-4,6,8,10,15H,2,5,7H2,(H,18,20)(H,16,17,19)/b4-1+/t10-/m0/s1",C14H15N5O4,317,1.67,4.8,3.12,6.17,-150,4.5723108117462345,1
Oc1c(I)nc(cc1)[C@@H](COCC=C)N,30/000000303,"InChI=1S/C10H13IN2O2/c1-2-5-15-6-7(12)8-3-4-9(14)10(11)13-8/h2-4,7,14H,1,5-6,12H2/t7-/m1/s1",C10H13N2O2I,320,1.26,4.8,7.99,12.5,-150,3.6924125499484157,1
O[C@H](C(=O)NCCc1ccccc1Br)c1c(=O)[nH][nH]c1,30/000000009,"InChI=1S/C13H14BrN3O3/c14-10-4-2-1-3-8(10)5-6-15-13(20)11(18)9-7-16-17-12(9)19/h1-4,7,11,18H,5-6H2,(H,15,20)(H2,16,17,19)/t11-/m0/s1",C13H14N3O3Br,340,0.8,4.78,0.35,4.81,-150,3.2091661190580485,1
S[C@@H](C[NH2+]CCn1ccnc1CO)c1nccn2c1nnc2,3/000000051,"InChI=1S/C13H17N7OS/c21-8-11-15-2-5-19(11)4-1-14-7-10(22)12-13-18-17-9-20(13)6-3-16-12/h2-3,5-6,9-10,14,21-22H,1,4,7-8H2/p+1/t10-/m0/s1",C13H18N7OS,320,-0.06,4.77,0.36,4.94,-190,4.552525226183039,1
N[C@@H](COc1cncc(c1C=C1NCCN1)Br)C(=O)N,3/000000002,"InChI=1S/C12H16BrN5O2/c13-8-4-16-5-10(20-6-9(14)12(15)19)7(8)3-11-17-1-2-18-11/h3-5,9,17-18H,1-2,6,14H2,(H2,15,19)/t9-/m0/s1",C12H16N5O2Br,342,-0.38,4.76,1.24,3.58,-150,4.049147987189917,1
Oc1c(O)cc(cc1S)I,12/000000053,"InChI=1S/C6H5IO2S/c7-3-1-4(8)6(9)5(10)2-3/h1-2,8-10H",C6H5O2SI,268,2.66,4.73,7.76,1.0,0,3.2785569406400104,1
Oc1noc(c1)[C@@H](C/C=C/NCC1=CCOC1=O)CSC,3/000000062,"InChI=1S/C14H18N2O4S/c1-21-9-11(12-7-13(17)16-20-12)3-2-5-15-8-10-4-6-19-14(10)18/h2,4-5,7,11,15H,3,6,8-9H2,1H3,(H,16,17)/b5-2+/t11-/m0/s1",C14H18N2O4S,310,2.04,4.72,2.92,5.09,-170,4.522940537505374,1
O=C(CON[C@H](c1nnc([nH]1)CC)C=C)N,17/000000147,"InChI=1S/C9H15N5O2/c1-3-6(14-16-5-7(10)15)9-11-8(4-2)12-13-9/h3,6,14H,1,4-5H2,2H3,(H2,10,15)(H,11,12,13)/t6-/m0/s1",C9H15N5O2,225,0.73,4.72,-1.69,18.2,-170,4.31060189591804,1
OCCNCCOc1cnc(c(c1S)Br)C,3/000000013,"InChI=1S/C10H15BrN2O2S/c1-7-9(11)10(16)8(6-13-7)15-5-3-12-2-4-14/h6,12,14H,2-5H2,1H3,(H,13,16)",C10H15N2O2SBr,307,1.08,4.71,0.27,3.58,-20,2.939564559264417,1
Sc1nc2ccccc2c(c1)N(C(=O)/C=C\c1nnco1)O,14/000000011,"InChI=1S/C14H10N4O3S/c19-14(6-5-12-17-15-8-21-12)18(20)11-7-13(22)16-10-4-2-1-3-9(10)11/h1-8,20H,(H,16,22)/b6-5-",C14H10N4O3S,314,2.22,4.7,-4.65,23.9,-80,3.449415664879064,1
Oc1c(O)c(S)cc(c1)CO,12/000000022,"InChI=1S/C7H8O3S/c8-3-4-1-5(9)7(10)6(11)2-4/h1-2,8-11H,3H2",C7H8O3S,172,0.78,4.69,6.99,9.1,0,2.86985656971898,1
O=C(CONCc1nnc([nH]1)CCc1nncs1)N,17/000000193,"InChI=1S/C9H13N7O2S/c10-6(17)4-18-12-3-8-13-7(14-15-8)1-2-9-16-11-5-19-9/h5,12H,1-4H2,(H2,10,17)(H,13,14,15)",C9H13N7O2S,283,0.99,4.67,-3.05,3.58,-60,3.7625222302378045,1
Oc1c(O)c(S)cc(c1)CC,12/000000052,"InChI=1S/C8H10O2S/c1-2-5-3-6(9)8(10)7(11)4-5/h3-4,9-11H,2H2,1H3",C8H10O2S,170,2.07,4.67,7.98,2.22,-20,2.770493704997495,1
Sc1c(OC[C@@H](C)O)cnc(c1Br)CCN,3/000000109,"InChI=1S/C10H15BrN2O2S/c1-6(14)5-15-8-4-13-7(2-3-12)9(11)10(8)16/h4,6,14H,2-3,5,12H2,1H3,(H,13,16)/t6-/m1/s1",C10H15N2O2SBr,307,0.98,4.67,-3.73,3.72,-190,3.7132558396487285,1
Oc1cc(O)c(nc1[C@@H](CO)O)I,30/000000301,"InChI=1S/C7H8INO4/c8-7-4(12)1-3(11)6(9-7)5(13)2-10/h1,5,10-13H,2H2/t5-/m1/s1",C7H8NO4I,297,-0.21,4.67,7.42,2.22,-150,3.871371327715515,1
Oc1c(O)c(S)cc(c1)CON,12/000000024,"InChI=1S/C7H9NO3S/c8-11-3-4-1-5(9)7(10)6(12)2-4/h1-2,9-10,12H,3,8H2",C7H9NO3S,187,0.27,4.66,7.42,2.35,0,3.18638098448476,1
OC(=O)c1c(C#CCCCO)cc(c(c1)O)CC,17/000000285,"InChI=1S/C14H16O4/c1-2-10-8-11(6-4-3-5-7-15)12(14(17)18)9-13(10)16/h8-9,15-16H,2-3,5,7H2,1H3,(H,17,18)",C14H16O4,248,2.08,4.65,-7.5,15.8,-60,2.6522524746575353,1
OC(=O)[C@H](/C=C/CNC)c1nnc(o1)S,30/000000170,"InChI=1S/C8H11N3O3S/c1-9-4-2-3-5(7(12)13)6-10-11-8(15)14-6/h2-3,5,9H,4H2,1H3,(H,11,15)(H,12,13)/b3-2+/t5-/m1/s1",C8H11N3O3S,229,0.94,4.64,5.92,3.85,-170,4.291714613738286,1
Oc1ccc(cc1N(=O)=O)[C@@H](C)NC(=O)NC1=NCC(=O)N1,9/000000002,"InChI=1S/C12H13N5O5/c1-6(7-2-3-9(18)8(4-7)17(21)22)14-12(20)16-11-13-5-10(19)15-11/h2-4,6,18H,5H2,1H3,(H3,13,14,15,16,19,20)/t6-/m1/s1",C12H13N5O5,307,-0.22,4.63,-4.35,2.22,-170,3.216399505029192,1
Oc1c(cc(cc1)c1cc[nH]c1)/C=C/CCO,17/000000112,"InChI=1S/C14H15NO2/c16-8-2-1-3-12-9-11(4-5-14(12)17)13-6-7-15-10-13/h1,3-7,9-10,15-17H,2,8H2/b3-1+",C14H15NO2,229,2.22,4.62,-7.14,3.58,-180,2.7817089680258,1
Sc1nnc(o1)[C@@H](C(=O)OCc1noc(c1)CF)N,30/000000183,"InChI=1S/C9H9FN4O4S/c10-2-5-1-4(14-18-5)3-16-8(15)6(11)7-12-13-9(19)17-7/h1,6H,2-3,11H2,(H,13,19)/t6-/m0/s1",C9H9N4O4SF,288,0.71,4.61,5.37,2.35,-150,3.95340252242646,1
OCCNCCNC[C@H](c1nnc[nH]1)Oc1cccc(c1)Br,17/000000015,"InChI=1S/C14H20BrN5O2/c15-11-2-1-3-12(8-11)22-13(14-18-10-19-20-14)9-17-5-4-16-6-7-21/h1-3,8,10,13,16-17,21H,4-7,9H2,(H,18,19,20)/t13-/m1/s1",C14H20N5O2Br,370,2.1,4.6,-1.22,3.58,-190,3.450825706952269,1
Sc1c(OCC(=O)O)cnc(c1Br)CC(=O)O,3/000000043,"InChI=1S/C9H8BrNO5S/c10-8-4(1-6(12)13)11-2-5(9(8)17)16-3-7(14)15/h2H,1,3H2,(H,11,17)(H,12,13)(H,14,15)",C9H8NO5SBr,322,0.76,4.6,-3.6,2.48,0,2.949654274148248,1
S[C@H](C(=C)c1csc(=N)[nH]1)NC1=NCC(=O)N1,9/000000004,"InChI=1S/C9H11N5OS2/c1-4(5-3-17-8(10)12-5)7(16)14-9-11-2-6(15)13-9/h3,7,16H,1-2H2,(H2,10,12)(H2,11,13,14,15)/t7-/m1/s1",C9H11N5OS2,269,0.6,4.59,-0.46,23.4,-150,4.950416461270554,1
Sc1nc2ccccc2c(c1)Oc1noc(c1)CCON,14/000000008,"InChI=1S/C14H13N3O3S/c15-18-6-5-9-7-13(17-20-9)19-12-8-14(21)16-11-4-2-1-3-10(11)12/h1-4,7-8H,5-6,15H2,(H,16,21)",C14H13N3O3S,303,1.97,4.59,-4.35,19.9,-80,3.1314496733955997,1
OC(=O)C[C@@H]([NH3+])c1nc(I)c(cc1)O,30/000000324,"InChI=1S/C8H9IN2O3/c9-8-6(12)2-1-5(11-8)4(10)3-7(13)14/h1-2,4,12H,3,10H2,(H,13,14)/p+1/t4-/m1/s1",C8H10N2O3I,309,0.38,4.57,8.98,12.5,-150,4.222729186757027,1
Sc1nnc(o1)[C@@H](C(=O)OCCCC)N,30/000000068,"InChI=1S/C8H13N3O3S/c1-2-3-4-13-7(12)5(9)6-10-11-8(15)14-6/h5H,2-4,9H2,1H3,(H,11,15)/t5-/m0/s1",C8H13N3O3S,231,1.17,4.57,2.54,2.35,-170,3.5649063585788108,1
Sc1nnc(o1)[C@@H](C#CCOC(=O)c1ccn(c1)C(=O)C=C)O,30/000000089,"InChI=1S/C14H11N3O5S/c1-2-11(19)17-6-5-9(8-17)13(20)21-7-3-4-10(18)12-15-16-14(23)22-12/h2,5-6,8,10,18H,1,7H2,(H,16,23)/t10-/m1/s1",C14H11N3O5S,333,0.85,4.56,-0.49,4.94,-190,4.253879141970116,1
OC(=O)CCCCCC[C@@H](c1nnc(o1)S)S,30/000000189,"InChI=1S/C10H16N2O3S2/c13-8(14)6-4-2-1-3-5-7(16)9-11-12-10(17)15-9/h7,16H,1-6H2,(H,12,17)(H,13,14)/t7-/m0/s1",C10H16N2O3S2,276,2.91,4.56,5.44,3.58,-150,3.5887974760005044,1
Oc1c(cc(c(c1)Oc1ccccc1)c1cc[nH]c1)/C=C/C,17/000000116,"InChI=1S/C19H17NO2/c1-2-6-14-11-17(15-9-10-20-13-15)19(12-18(14)21)22-16-7-4-3-5-8-16/h2-13,20-21H,1H3/b6-2+",C19H17NO2,291,4.58,4.56,-8.11,16.6,-200,2.615677203340603,1
Sc1nnc(s1)C#CCN1C(=O)N/C(=C\[C@H]2N=COC2)/C1=O,17/000000005,"InChI=1S/C12H9N5O3S2/c18-10-8(4-7-5-20-6-13-7)14-11(19)17(10)3-1-2-9-15-16-12(21)22-9/h4,6-7H,3,5H2,(H,14,19)(H,16,21)/b8-4-/t7-/m1/s1",C12H9N5O3S2,335,0.79,4.56,1.61,3.58,-170,4.840901153380841,1
