SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
Oc1c(O)cc(cc1S)Cl,12/000000044,"InChI=1S/C6H5ClO2S/c7-3-1-4(8)6(9)5(10)2-3/h1-2,8-10H",C6H5O2SCl,176,2.21,4.55,7.3,1.0,0,2.842440372592673,1
N(CC)NC[C@@]1(C=NNC1=O)[NH3+],18/000000007,"InChI=1S/C6H13N5O/c1-2-8-9-3-6(7)4-10-11-5(6)12/h4,8-9H,2-3,7H2,1H3,(H,11,12)/p+1/t6-/m0/s1",C6H14N5O,172,0.0,4.55,6.31,2.22,-170,5.180285191767755,1
O[C@@H](c1nnc(o1)S)C#CCOC(=O)c1cc[nH]c1CC(=C)C,30/000000191,"InChI=1S/C15H15N3O4S/c1-9(2)8-11-10(5-6-16-11)14(20)21-7-3-4-12(19)13-17-18-15(23)22-13/h5-6,12,16,19H,1,7-8H2,2H3,(H,18,23)/t12-/m1/s1",C15H15N3O4S,333,1.7,4.53,0.2,5.21,-190,4.299149574662423,1
OC(=O)CCONCc1nnc([nH]1)CCCC(=O)C,17/000000180,"InChI=1S/C11H18N4O4/c1-8(16)3-2-4-9-13-10(15-14-9)7-12-19-6-5-11(17)18/h12H,2-7H2,1H3,(H,17,18)(H,13,14,15)",C11H18N4O4,270,0.88,4.53,-1.25,3.58,-150,3.232005111884459,1
Oc1c(O)cc(cc1S)S,12/000000058,"InChI=1S/C6H6O2S2/c7-4-1-3(9)2-5(10)6(4)8/h1-2,7-10H",C6H6O2S2,174,1.97,4.53,7.67,1.0,0,3.4412332720009564,1
Sc1nnc(o1)CC/C=C\CC(=O)CC(=O)Nc1ccc(cc1Br)F,30/000000052,"InChI=1S/C16H15BrFN3O3S/c17-12-8-10(18)6-7-13(12)19-14(23)9-11(22)4-2-1-3-5-15-20-21-16(25)24-15/h1-2,6-8H,3-5,9H2,(H,19,23)(H,21,25)/b2-1-",C16H15N3O3SFBr,428,3.46,4.53,-0.91,3.58,-60,3.0461962911216975,1
OC(=O)Cc1ncc(c(c1Br)S)O[C@@H]1C=NOC1,3/000000099,"InChI=1S/C10H9BrN2O4S/c11-9-6(1-8(14)15)12-3-7(10(9)18)17-5-2-13-16-4-5/h2-3,5H,1,4H2,(H,12,18)(H,14,15)/t5-/m1/s1",C10H9N2O4SBr,333,1.9,4.52,-3.06,2.48,-150,4.400364035372812,1
SCn1nnc(c1)[C@@H](COCC=C)[NH3+],10/000000019,"InChI=1S/C8H14N4OS/c1-2-3-13-5-7(9)8-4-12(6-14)11-10-8/h2,4,7,14H,1,3,5-6,9H2/p+1/t7-/m1/s1",C8H15N4OS,215,-0.12,4.52,4.7,3.58,-150,4.693781289747593,1
Oc1cc(C=C)cc(c1O)S,12/000000045,"InChI=1S/C8H8O2S/c1-2-5-3-6(9)8(10)7(11)4-5/h2-4,9-11H,1H2",C8H8O2S,168,2.1,4.52,8.13,2.22,0,3.186078850886089,1
Sc1nnc(o1)[C@@H](C#CCOC(=O)c1cc[nH]c1)O,30/000000064,"InChI=1S/C11H9N3O4S/c15-8(9-13-14-11(19)18-9)2-1-5-17-10(16)7-3-4-12-6-7/h3-4,6,8,12,15H,5H2,(H,14,19)/t8-/m1/s1",C11H9N3O4S,279,1.18,4.52,2.32,3.58,-150,4.138326373418235,1
O[C@H](/C=C/CC=C)c1nnc(o1)S,30/000000034,"InChI=1S/C8H10N2O2S/c1-2-3-4-5-6(11)7-9-10-8(13)12-7/h2,4-6,11H,1,3H2,(H,10,13)/b5-4+/t6-/m1/s1",C8H10N2O2S,198,1.75,4.52,4.14,2.22,-150,4.453485128620493,1
Sc1nnc(o1)[C@@H](C(=O)OCC(=O)OC)N,30/000000008,"InChI=1S/C7H9N3O5S/c1-13-3(11)2-14-6(12)4(8)5-9-10-7(16)15-5/h4H,2,8H2,1H3,(H,10,16)/t4-/m0/s1",C7H9N3O5S,247,-0.27,4.51,4.16,2.35,-170,3.609686608879498,1
Oc1ccc(cc1CCO)c1cc[nH]c1C=C,17/000000121,"InChI=1S/C14H15NO2/c1-2-13-12(5-7-15-13)10-3-4-14(17)11(9-10)6-8-16/h2-5,7,9,15-17H,1,6,8H2",C14H15NO2,229,2.15,4.51,-6.76,3.58,-160,2.818289658763632,1
Oc1c(O)c(S)cc(c1)CC=C,12/000000049,"InChI=1S/C9H10O2S/c1-2-3-6-4-7(10)9(11)8(12)5-6/h2,4-5,10-12H,1,3H2",C9H10O2S,182,2.25,4.51,7.43,2.22,0,3.063466080638606,1
Oc1c(I)nc(cc1)[C@@H](C[NH3+])N,30/000000205,"InChI=1S/C7H10IN3O/c8-7-6(12)2-1-5(11-7)4(10)3-9/h1-2,4,12H,3,9-10H2/p+1/t4-/m1/s1",C7H11N3OI,280,0.06,4.51,6.09,9.9,-150,4.507869151557964,1
Oc1cc(Cl)c(c(c1)[C@@H](C)NNCCc1ncc(s1)CCO)F,25/000000056,"InChI=1S/C15H19ClFN3O2S/c1-9(12-6-10(22)7-13(16)15(12)17)20-19-4-2-14-18-8-11(23-14)3-5-21/h6-9,19-22H,2-5H2,1H3/t9-/m1/s1",C15H19N3O2SFCl,359,2.24,4.51,1.85,24.3,-170,3.644851738123961,1
Oc1noc(c1)[C@@H](C/C=C/NCC1=CCOC1=O)n1oc(=O)nc1,3/000000022,"InChI=1S/C14H14N4O6/c19-12-6-11(23-17-12)10(18-8-16-14(21)24-18)2-1-4-15-7-9-3-5-22-13(9)20/h1,3-4,6,8,10,15H,2,5,7H2,(H,17,19)/b4-1+/t10-/m1/s1",C14H14N4O6,334,-0.29,4.51,2.88,4.94,-150,4.8728368782538585,1
OC(=O)[C@H](/C=C/CNCCC)c1nnc(o1)S,30/000000190,"InChI=1S/C10H15N3O3S/c1-2-5-11-6-3-4-7(9(14)15)8-12-13-10(17)16-8/h3-4,7,11H,2,5-6H2,1H3,(H,13,17)(H,14,15)/b4-3+/t7-/m1/s1",C10H15N3O3S,257,1.72,4.5,6.71,3.85,-170,4.010442320517689,1
Oc1c(O)c(S)cc(c1)CF,12/000000038,"InChI=1S/C7H7FO2S/c8-3-4-1-5(9)7(10)6(11)2-4/h1-2,9-11H,3H2",C7H7O2SF,174,1.91,4.5,7.22,10.6,0,3.1400141294006776,1
Sc1c(OCCC2=NCC(=O)N2)cncc1Br,3/000000101,"InChI=1S/C10H10BrN3O2S/c11-6-3-12-4-7(10(6)17)16-2-1-8-13-5-9(15)14-8/h3-4H,1-2,5H2,(H,12,17)(H,13,14,15)",C10H10N3O2SBr,316,0.39,4.5,1.69,3.58,0,3.5593935049174794,1
c1cnc(nc1C(=O)N)CCNC(=O)c1c(Cl)cccc1Cl,25/000000023,"InChI=1S/C14H12Cl2N4O2/c15-8-2-1-3-9(16)12(8)14(22)19-7-5-11-18-6-4-10(20-11)13(17)21/h1-4,6H,5,7H2,(H2,17,21)(H,19,22)",C14H12N4O2Cl2,338,1.31,4.5,-3.43,3.58,0,2.319328653529757,1
Oc1cc(OCc2occc2)c(cc1)c1c[nH]cc1,17/000000124,"InChI=1S/C15H13NO3/c17-12-3-4-14(11-5-6-16-9-11)15(8-12)19-10-13-2-1-7-18-13/h1-9,16-17H,10H2",C15H13NO3,255,2.59,4.49,-3.84,3.58,-160,2.4780060863816615,1
OC(=O)[C@H](/C=C/C=C\CNC)c1nnc(o1)S,30/000000110,"InChI=1S/C10H13N3O3S/c1-11-6-4-2-3-5-7(9(14)15)8-12-13-10(17)16-8/h2-5,7,11H,6H2,1H3,(H,13,17)(H,14,15)/b4-2-,5-3+/t7-/m1/s1",C10H13N3O3S,255,1.21,4.47,5.5,3.85,-170,4.325292075018508,1
N(C(=O)/C=C/1\NC(=O)N(C1=O)c1cccc(c1Cl)OC)N,17/000000046,"InChI=1S/C12H11ClN4O4/c1-21-8-4-2-3-7(10(8)13)17-11(19)6(15-12(17)20)5-9(18)16-14/h2-5H,14H2,1H3,(H,15,20)(H,16,18)/b6-5-",C12H11N4O4Cl,310,-0.21,4.47,-2.99,22.5,-160,2.7093496933066614,1
Oc1cc(O)c(nc1C[NH3+])I,30/000000201,"InChI=1S/C6H7IN2O2/c7-6-5(11)1-4(10)3(2-8)9-6/h1,10-11H,2,8H2/p+1",C6H8N2O2I,267,0.33,4.47,7.57,9.1,0,4.272457630726938,1
Oc1cc(ccc1S(=O)=O)[C@@H](N(CCO)C)/C=C/CS,17/000000104,"InChI=1S/C13H19NO4S2/c1-14(6-7-15)11(3-2-8-19)10-4-5-13(20(17)18)12(16)9-10/h2-5,9,11,15-16,19-20H,6-8H2,1H3/b3-2+/t11-/m0/s1",C13H19NO4S2,317,0.59,4.46,-2.83,19.4,-170,4.567165020156951,1
Oc1cc(O)c(nc1CO)I,30/000000325,"InChI=1S/C6H6INO3/c7-6-5(11)1-4(10)3(2-9)8-6/h1,9-11H,2H2",C6H6NO3I,267,0.39,4.45,6.92,2.22,0,3.283512803140731,1
Oc1cc(c(cc1Br)CCl)[C@@](C1=CCNC1)(N)OC,17/000000266,"InChI=1S/C13H16BrClN2O2/c1-19-13(16,9-2-3-17-7-9)10-5-12(18)11(14)4-8(10)6-15/h2,4-5,17-18H,3,6-7,16H2,1H3/t13-/m0/s1",C13H16N2O2ClBr,347,1.43,4.45,-6.76,16.6,-170,4.259497576574054,1
OC(=O)Cc1oc(cn1)CONCc1nnc([nH]1)CBr,17/000000216,"InChI=1S/C10H12BrN5O4/c11-2-7-14-8(16-15-7)4-13-19-5-6-3-12-9(20-6)1-10(17)18/h3,13H,1-2,4-5H2,(H,17,18)(H,14,15,16)",C10H12N5O4Br,346,0.91,4.45,1.73,2.35,0,3.6991344188732196,1
OC(=O)c1c(C#CCCCCS)cc(c(c1)O)CC,17/000000295,"InChI=1S/C15H18O3S/c1-2-11-9-12(7-5-3-4-6-8-19)13(15(17)18)10-14(11)16/h9-10,16,19H,2-4,6,8H2,1H3,(H,17,18)",C15H18O3S,278,3.81,4.45,-8.63,17.7,-60,2.8263391802109084,1
Sc1c(Br)c(ncc1O)[C@@H](CN)C=C,3/000000111,"InChI=1S/C9H11BrN2OS/c1-2-5(3-11)8-7(10)9(14)6(13)4-12-8/h2,4-5,13H,1,3,11H2,(H,12,14)/t5-/m1/s1",C9H11N2OSBr,275,1.3,4.45,-6.83,3.98,-190,4.334381577609419,1
Sc1nnc(o1)[C@@H](C(=O)OCc1noc(c1)CCCNC)N,30/000000187,"InChI=1S/C12H17N5O4S/c1-14-4-2-3-8-5-7(17-21-8)6-19-11(18)9(13)10-15-16-12(22)20-10/h5,9,14H,2-4,6,13H2,1H3,(H,16,22)/t9-/m0/s1",C12H17N5O4S,327,0.42,4.44,3.07,5.21,-190,3.723428909495695,1
Oc1c(I)nc(cc1)[C@@H](NCC(=O)NCC)N,30/000000281,"InChI=1S/C10H15IN4O2/c1-2-13-8(17)5-14-10(12)6-3-4-7(16)9(11)15-6/h3-4,10,14,16H,2,5,12H2,1H3,(H,13,17)/t10-/m1/s1",C10H15N4O2I,350,0.18,4.44,8.67,15.3,-170,3.6145753383786428,1
c1nc(oc1CONCc1nnc[nH]1)CCCC(=O)C,17/000000179,"InChI=1S/C12H17N5O3/c1-9(18)3-2-4-12-13-5-10(20-12)7-19-16-6-11-14-8-15-17-11/h5,8,16H,2-4,6-7H2,1H3,(H,14,15,17)",C12H17N5O3,279,0.89,4.44,4.46,3.58,-20,3.510616060643427,1
OC(=O)[C@H]([NH3+])/C=C/Cc1csc(=N)[nH]1,12/000000010,"InChI=1S/C8H11N3O2S/c9-6(7(12)13)3-1-2-5-4-14-8(10)11-5/h1,3-4,6H,2,9H2,(H2,10,11)(H,12,13)/p+1/b3-1+/t6-/m1/s1",C8H12N3O2S,214,0.37,4.44,9.66,2.22,-150,5.05924033677344,1
OC(=O)c1cc(O)c(cc1C#CCCc1n[nH]c(=S)[nH]1)CC,17/000000269,"InChI=1S/C15H15N3O3S/c1-2-9-7-10(11(14(20)21)8-12(9)19)5-3-4-6-13-16-15(22)18-17-13/h7-8,19H,2,4,6H2,1H3,(H,20,21)(H2,16,17,18,22)",C15H15N3O3S,317,3.2,4.44,-9.02,24.2,-80,3.343160936001385,1
Oc1c(I)nc(cc1)[C@H]([NH3+])S,30/000000215,"InChI=1S/C6H7IN2OS/c7-5-4(10)2-1-3(9-5)6(8)11/h1-2,6,10-11H,8H2/p+1/t6-/m1/s1",C6H8N2OSI,283,1.15,4.43,7.24,10.4,-150,4.674362293158232,1
c1oc(cc1)[C@@H]([NH3+])c1c(=O)[nH][nH]c1C=C,30/000000113,"InChI=1S/C10H11N3O2/c1-2-6-8(10(14)13-12-6)9(11)7-4-3-5-15-7/h2-5,9H,1,11H2,(H2,12,13,14)/p+1/t9-/m1/s1",C10H12N3O2,206,-0.17,4.43,6.34,18.0,-150,4.421887838074923,1
OC(=O)[C@@H](CC#CCc1csc(=N)[nH]1)[NH3+],12/000000011,"InChI=1S/C9H11N3O2S/c10-7(8(13)14)4-2-1-3-6-5-15-9(11)12-6/h5,7H,3-4,10H2,(H2,11,12)(H,13,14)/p+1/t7-/m1/s1",C9H12N3O2S,226,0.49,4.43,11.2,2.47,-150,5.106783656890255,1
Oc1c(I)nc(cc1)[C@@H](c1[nH]ccc1)O,30/000000218,"InChI=1S/C10H9IN2O2/c11-10-8(14)4-3-7(13-10)9(15)6-2-1-5-12-6/h1-5,9,12,14-15H/t9-/m1/s1",C10H9N2O2I,316,1.18,4.43,8.08,2.22,-150,3.7674592666463527,1
Oc1noc(c1/C=C\CNCC)CC/C=C/NCC1=CCOC1=O,3/000000016,"InChI=1S/C17H23N3O4/c1-2-18-10-5-6-14-15(24-20-16(14)21)7-3-4-9-19-12-13-8-11-23-17(13)22/h4-6,8-9,18-19H,2-3,7,10-12H2,1H3,(H,20,21)/b6-5-,9-4+",C17H23N3O4,333,1.59,4.43,-0.54,5.09,-60,3.98373982740139,1
Oc1c(I)nc(cc1)[C@@H](NCCC)N,30/000000342,"InChI=1S/C9H14IN3O/c1-2-5-12-9(11)6-3-4-7(14)8(10)13-6/h3-4,9,12,14H,2,5,11H2,1H3/t9-/m1/s1",C9H14N3OI,307,1.37,4.42,7.78,11.1,-170,3.7344366930487443,1
Oc1nocc1C#CCC(=O)N,25/000000008,"InChI=1S/C7H6N2O3/c8-6(10)3-1-2-5-4-12-9-7(5)11/h4H,3H2,(H2,8,10)(H,9,11)",C7H6N2O3,166,-0.06,4.42,-0.27,17.0,0,3.865203099869376,1
C=C(C1=CCc2c(N1)nc(nc2)C(=O)N)N(=O)=O,25/000000006,"InChI=1S/C10H9N5O3/c1-5(15(17)18)7-3-2-6-4-12-10(8(11)16)14-9(6)13-7/h3-4H,1-2H2,(H2,11,16)(H,12,13,14)",C10H9N5O3,247,0.48,4.41,-1.56,19.8,-80,3.776334107310597,1
Sc1nnc(o1)[C@@H](/C=C/CCNC(=O)C)O,30/000000168,"InChI=1S/C9H13N3O3S/c1-6(13)10-5-3-2-4-7(14)8-11-12-9(16)15-8/h2,4,7,14H,3,5H2,1H3,(H,10,13)(H,12,16)/b4-2+/t7-/m1/s1",C9H13N3O3S,243,0.65,4.41,2.87,3.58,-170,3.9506239238900687,1
O[C@@H](c1nnc(o1)S)C#C/C=C\C(=O)N,30/000000006,"InChI=1S/C8H7N3O3S/c9-6(13)4-2-1-3-5(12)7-10-11-8(15)14-7/h2,4-5,12H,(H2,9,13)(H,11,15)/b4-2-/t5-/m1/s1",C8H7N3O3S,225,-0.02,4.41,4.12,3.58,-150,4.546129247884625,1
OC(=O)Cc1nnc([nH]1)[C@@H](C)c1nnc(o1)S,30/000000055,"InChI=1S/C8H9N5O3S/c1-3(7-12-13-8(17)16-7)6-9-4(10-11-6)2-5(14)15/h3H,2H2,1H3,(H,13,17)(H,14,15)(H,9,10,11)/t3-/m1/s1",C8H9N5O3S,255,1.78,4.41,5.17,23.9,-170,4.185024644576608,1
OC(=O)c1cc(O)c(cc1C#CCCCC)CC,17/000000241,"InChI=1S/C15H18O3/c1-3-5-6-7-8-12-9-11(4-2)14(16)10-13(12)15(17)18/h9-10,16H,3-6H2,1-2H3,(H,17,18)",C15H18O3,246,3.57,4.41,-8.12,15.2,-120,2.536786854563344,1
O[C@@H](c1nc(I)c(cc1)O)c1oc(=S)[nH]n1,30/000000329,"InChI=1S/C8H6IN3O3S/c9-6-4(13)2-1-3(10-6)5(14)7-11-12-8(16)15-7/h1-2,5,13-14H,(H,12,16)/t5-/m0/s1",C8H6N3O3SI,351,1.17,4.4,6.15,2.22,-150,4.119830217596362,1
OC/C=C(/CCc1ncc(cc1Br)OC[C@@H](c1ncsc1)S)\C,3/000000023,"InChI=1S/C16H19BrN2O2S2/c1-11(4-5-20)2-3-14-13(17)6-12(7-18-14)21-8-16(22)15-9-23-10-19-15/h4,6-7,9-10,16,20,22H,2-3,5,8H2,1H3/b11-4+/t16-/m0/s1",C16H19N2O2S2Br,415,2.48,4.4,0.5,3.58,-190,3.944708406023371,1
Oc1cc(c(cc1Br)CCl)[C@@](c1ncncn1)(N)OC,17/000000279,"InChI=1S/C12H12BrClN4O2/c1-20-12(15,11-17-5-16-6-18-11)8-3-10(19)9(13)2-7(8)4-14/h2-3,5-6,19H,4,15H2,1H3/t12-/m1/s1",C12H12N4O2ClBr,359,0.58,4.4,-6.85,16.0,-170,3.969134390786321,1
Oc1cc(O)cc(c1)[C@](CF)(c1nnc[nH]1)O,17/000000136,"InChI=1S/C10H10FN3O3/c11-4-10(17,9-12-5-13-14-9)6-1-7(15)3-8(16)2-6/h1-3,5,15-17H,4H2,(H,12,13,14)/t10-/m1/s1",C10H10N3O3F,239,1.73,4.39,-4.69,17.1,-150,4.042812860615889,1
OC(=O)c1cc(O)c(cc1C(=O)NC)CCCCC(=O)O,17/000000298,"InChI=1S/C14H17NO6/c1-15-13(19)9-6-8(4-2-3-5-12(17)18)11(16)7-10(9)14(20)21/h6-7,16H,2-5H2,1H3,(H,15,19)(H,17,18)(H,20,21)",C14H17NO6,295,0.95,4.39,-5.47,3.58,-90,2.2317386753772244,1
OCc1nccn1CC[NH2+]C[C@@H](c1nonc1)S,3/000000064,"InChI=1S/C10H15N5O2S/c16-7-10-12-2-4-15(10)3-1-11-6-9(18)8-5-13-17-14-8/h2,4-5,9,11,16,18H,1,3,6-7H2/p+1/t9-/m0/s1",C10H16N5O2S,270,0.14,4.38,2.68,2.22,-150,4.950458733597665,1
Oc1c(I)nc(cc1)[C@@H](NCCCl)N,30/000000309,"InChI=1S/C8H11ClIN3O/c9-3-4-12-8(11)5-1-2-6(14)7(10)13-5/h1-2,8,12,14H,3-4,11H2/t8-/m1/s1",C8H11N3OClI,327,1.35,4.38,8.27,12.2,-150,4.0452792031702005,1
OCC#CCn1cnnc1CNOCc1oc(nc1)[C@H](C)Cl,17/000000181,"InChI=1S/C13H16ClN5O3/c1-10(14)13-15-6-11(22-13)8-21-17-7-12-18-16-9-19(12)4-2-3-5-20/h6,9-10,17,20H,4-5,7-8H2,1H3/t10-/m0/s1",C13H16N5O3Cl,325,1.35,4.38,-1.18,3.58,-190,4.125160494040182,1
C=C[C@H](c1cn([nH]c1=O)CBr)N,30/000000029,"InChI=1S/C7H10BrN3O/c1-2-6(9)5-3-11(4-8)10-7(5)12/h2-3,6H,1,4,9H2,(H,10,12)/t6-/m1/s1",C7H10N3OBr,232,-0.34,4.37,6.15,2.35,-150,4.5018677092502735,1
Oc1c(I)nc(cc1)[C@H]([NH3+])C#CCO,30/000000283,"InChI=1S/C9H9IN2O2/c10-9-8(14)4-3-7(12-9)6(11)2-1-5-13/h3-4,6,13-14H,5,11H2/p+1/t6-/m1/s1",C9H10N2O2I,305,0.22,4.37,8.43,13.7,-150,4.639778393453602,1
Oc1c(OC)cc(cc1S(=O)=O)c1c[nH]cc1,17/000000114,"InChI=1S/C11H11NO4S/c1-16-9-4-8(7-2-3-12-6-7)5-10(11(9)13)17(14)15/h2-6,12-13,17H,1H3",C11H11NO4S,253,1.18,4.37,-7.24,17.1,-200,3.4049880221024225,1
OC(=O)c1cc(O)c(cc1C#CCCc1cnn[nH]1)CC,17/000000235,"InChI=1S/C15H15N3O3/c1-2-10-7-11(13(15(20)21)8-14(10)19)5-3-4-6-12-9-16-18-17-12/h7-9,19H,2,4,6H2,1H3,(H,20,21)(H,16,17,18)",C15H15N3O3,285,2.07,4.36,-7.86,23.0,-60,3.364836580014959,1
O[C@H](/C=C/CNC)c1nnc(o1)S,30/000000161,"InChI=1S/C7H11N3O2S/c1-8-4-2-3-5(11)6-9-10-7(13)12-6/h2-3,5,8,11H,4H2,1H3,(H,10,13)/b3-2+/t5-/m1/s1",C7H11N3O2S,201,0.61,4.36,4.34,2.22,-170,4.407158205543569,1
SCc1oc(cc1)[C@@H]([NH3+])c1c(=O)[nH][nH]c1,30/000000084,"InChI=1S/C9H11N3O2S/c10-8(6-3-11-12-9(6)13)7-2-1-5(4-15)14-7/h1-3,8,15H,4,10H2,(H2,11,12,13)/p+1/t8-/m0/s1",C9H12N3O2S,226,-0.32,4.36,3.78,18.9,-150,4.727950475437561,1
S[C@@H](CSc1nnc(o1)C(=O)N)C(=O)OC,25/000000052,"InChI=1S/C7H9N3O4S2/c1-13-6(12)3(15)2-16-7-10-9-5(14-7)4(8)11/h3,15H,2H2,1H3,(H2,8,11)/t3-/m0/s1",C7H9N3O4S2,263,0.57,4.36,-2.17,23.4,-190,3.6604858933159914,1
O[C@H](/C=C/C=C)c1nnc(o1)S,30/000000177,"InChI=1S/C7H8N2O2S/c1-2-3-4-5(10)6-8-9-7(12)11-6/h2-5,10H,1H2,(H,9,12)/b4-3+/t5-/m1/s1",C7H8N2O2S,184,1.28,4.36,5.19,2.22,-150,4.4941663106488745,1
C#CCc1[nH]cc(c1)C(=O)OCC#C[C@H](c1nnc(o1)S)O,30/000000119,"InChI=1S/C14H11N3O4S/c1-2-4-10-7-9(8-15-10)13(19)20-6-3-5-11(18)12-16-17-14(22)21-12/h1,7-8,11,15,18H,4,6H2,(H,17,22)/t11-/m1/s1",C14H11N3O4S,317,1.51,4.35,1.18,3.7,-150,4.378785237039118,1
