SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
S[C@H](Cc1ccccc1CN(=O)=O)NC1=NCC(=O)N1,9/000000026,"InChI=1S/C12H14N4O3S/c17-10-6-13-12(14-10)15-11(20)5-8-3-1-2-4-9(8)7-16(18)19/h1-4,11,20H,5-7H2,(H2,13,14,15,17)/t11-/m1/s1",C12H14N4O3S,294,0.55,4.2,-3.26,2.35,-190,3.8984474377393674,1
NNCCC/C=C/Cc1cnc(c(c1)Br)c1n[nH]c(=O)[nH]1,2/000000003,"InChI=1S/C13H17BrN6O/c14-10-7-9(5-3-1-2-4-6-17-15)8-16-11(10)12-18-13(21)20-19-12/h1,3,7-8,17H,2,4-6,15H2,(H2,18,19,20,21)/b3-1+",C13H17N6OBr,353,1.58,4.2,-0.65,20.8,-160,3.4776643896629382,1
c1ncc(o1)CON[C@H](CC#CC)c1nnc[nH]1,17/000000134,"InChI=1S/C11H13N5O2/c1-2-3-4-10(11-13-7-14-15-11)16-18-6-9-5-12-8-17-9/h5,7-8,10,16H,4,6H2,1H3,(H,13,14,15)/t10-/m1/s1",C11H13N5O2,247,1.58,4.2,-0.78,3.58,-190,4.482894113747267,1
OC(=O)c1cc(Br)nc(c1)[C@H](c1nscc1)N,20/000000001,"InChI=1S/C10H8BrN3O2S/c11-8-4-5(10(15)16)3-7(13-8)9(12)6-1-2-17-14-6/h1-4,9H,12H2,(H,15,16)/t9-/m0/s1",C10H8N3O2SBr,314,0.95,4.2,-3.26,19.4,-170,3.8488400291919938,1
Oc1c(I)cc(c(c1)S(=O)(=O)O)C(=C)N(=O)=O,17/000000228,"InChI=1S/C8H6INO6S/c1-4(10(12)13)5-2-6(9)7(11)3-8(5)17(14,15)16/h2-3,11H,1H2,(H,14,15,16)",C8H6NO6SI,371,1.94,4.2,-6.74,2.35,0,3.2466977088530786,1
Sc1nnc(o1)[C@@H](CC#CCS)O,30/000000104,"InChI=1S/C7H8N2O2S2/c10-5(3-1-2-4-12)6-8-9-7(13)11-6/h5,10,12H,3-4H2,(H,9,13)/t5-/m1/s1",C7H8N2O2S2,216,1.59,4.19,2.65,2.22,-150,4.667535128620492,1
Sc1c(O[C@@H]2C=CCC2)cnc(c1Br)CC[NH3+],3/000000054,"InChI=1S/C12H15BrN2OS/c13-11-9(5-6-14)15-7-10(12(11)17)16-8-3-1-2-4-8/h1,3,7-8H,2,4-6,14H2,(H,15,17)/p+1/t8-/m1/s1",C12H16N2OSBr,316,2.24,4.19,-3.12,3.72,-170,4.631744652759915,1
ONC/C=C/CC[C@H](CO)c1c(Br)ccc(c1)O,6/000000001,"InChI=1S/C13H18BrNO3/c14-13-6-5-11(17)8-12(13)10(9-16)4-2-1-3-7-15-18/h1,3,5-6,8,10,15-18H,2,4,7,9H2/b3-1+/t10-/m1/s1",C13H18NO3Br,316,2.31,4.19,-2.72,3.72,-150,3.589192650757427,1
O[C@@H](c1nnc(o1)S)C#CCOC(=O)c1cc[nH]c1CNC,30/000000140,"InChI=1S/C13H14N4O4S/c1-14-7-9-8(4-5-15-9)12(19)20-6-2-3-10(18)11-16-17-13(22)21-11/h4-5,10,14-15,18H,6-7H2,1H3,(H,17,22)/t10-/m1/s1",C13H14N4O4S,322,0.7,4.19,0.23,4.94,-190,4.221383500066414,1
SCCc1ccccc1C[C@H](NC1=NCC(=O)N1)S,9/000000027,"InChI=1S/C13H17N3OS2/c17-11-8-14-13(15-11)16-12(19)7-10-4-2-1-3-9(10)5-6-18/h1-4,12,18-19H,5-8H2,(H2,14,15,16,17)/t12-/m1/s1",C13H17N3OS2,295,1.75,4.19,-1.68,3.58,-150,3.8560571426490045,1
C1=CNc2c(C1)cnc(n2)C(=O)N,25/000000001,"InChI=1S/C8H8N4O/c9-6(13)8-11-4-5-2-1-3-10-7(5)12-8/h1,3-4H,2H2,(H2,9,13)(H,10,11,12)",C8H8N4O,176,-0.27,4.19,0.79,12.4,-80,3.5464518082208834,1
Sc1nc2ccccc2c(c1)N(CCCNCN)c1nncs1,14/000000001,"InChI=1S/C15H18N6S2/c16-9-17-6-3-7-21(15-20-18-10-23-15)13-8-14(22)19-12-5-2-1-4-11(12)13/h1-2,4-5,8,10,17H,3,6-7,9,16H2,(H,19,22)",C15H18N6S2,346,3.36,4.18,-7.22,23.3,-80,3.3347992448452457,1
Oc1c(O)cc(cc1S)F,12/000000009,"InChI=1S/C6H5FO2S/c7-3-1-4(8)6(9)5(10)2-3/h1-2,8-10H",C6H5O2SF,160,1.75,4.18,6.13,1.0,0,2.893782976142969,1
OC(=O)c1cc(O)c(c(c1)c1nnco1)CCF,17/000000048,"InChI=1S/C11H9FN2O4/c12-2-1-7-8(10-14-13-5-18-10)3-6(11(16)17)4-9(7)15/h3-5,15H,1-2H2,(H,16,17)",C11H9N2O4F,252,2.79,4.18,-6.07,20.3,-180,2.996314195222684,1
OC(=O)c1c(O)ccc(c1)NC(=O)CNCCc1nn[nH]c1,10/000000015,"InChI=1S/C13H15N5O4/c19-11-2-1-8(5-10(11)13(21)22)16-12(20)7-14-4-3-9-6-15-18-17-9/h1-2,5-6,14,19H,3-4,7H2,(H,16,20)(H,21,22)(H,15,17,18)",C13H15N5O4,305,-0.28,4.18,-1.47,3.58,-60,2.6614119427946967,1
ON[C@H](c1nc(I)c(cc1)O)S,30/000000308,"InChI=1S/C6H7IN2O2S/c7-5-4(10)2-1-3(8-5)6(12)9-11/h1-2,6,9-12H/t6-/m0/s1",C6H7N2O2SI,298,1.48,4.18,8.17,11.6,-150,4.347123959250274,1
Oc1c(I)nc(cc1)[C@@H](C1=CC=CCC1)N,30/000000322,"InChI=1S/C12H13IN2O/c13-12-10(16)7-6-9(15-12)11(14)8-4-2-1-3-5-8/h1-2,4,6-7,11,16H,3,5,14H2/t11-/m1/s1",C12H13N2OI,328,1.1,4.18,8.43,13.9,-150,3.9589592385753827,1
N(Cc1nnc[nH]1)OCc1oc(nc1)[C@H](C)Cl,17/000000127,"InChI=1S/C9H12ClN5O2/c1-6(10)9-11-2-7(17-9)4-16-14-3-8-12-5-13-15-8/h2,5-6,14H,3-4H2,1H3,(H,12,13,15)/t6-/m0/s1",C9H12N5O2Cl,257,1.43,4.17,4.15,2.22,-170,4.317978443968707,1
C=CC(=O)OC[C@@H](c1nnc[nH]1)NOCc1oc(nc1)CC,17/000000137,"InChI=1S/C13H17N5O4/c1-3-11-14-5-9(22-11)6-21-18-10(7-20-12(19)4-2)13-15-8-16-17-13/h4-5,8,10,18H,2-3,6-7H2,1H3,(H,15,16,17)/t10-/m0/s1",C13H17N5O4,307,1.58,4.17,-1.28,3.58,-190,4.168303351183038,1
O[C@@H](c1nc(I)c(cc1)O)c1nscn1,30/000000213,"InChI=1S/C8H6IN3O2S/c9-7-5(13)2-1-4(11-7)6(14)8-10-3-15-12-8/h1-3,6,13-14H/t6-/m0/s1",C8H6N3O2SI,335,0.82,4.17,7.83,2.22,-150,4.277149376536462,1
Sc1nc2ccccc2c(c1)N(CCNCC)c1nncs1,14/000000004,"InChI=1S/C15H17N5S2/c1-2-16-7-8-20(15-19-17-10-22-15)13-9-14(21)18-12-6-4-3-5-11(12)13/h3-6,9-10,16H,2,7-8H2,1H3,(H,18,21)",C15H17N5S2,331,4.06,4.17,-8.06,21.9,-100,3.185301482186757,1
N([C@@H](CBr)c1nnc([nH]1)CBr)OCc1ocnc1,17/000000178,"InChI=1S/C9H11Br2N5O2/c10-1-7(9-13-8(2-11)14-15-9)16-18-4-6-3-12-5-17-6/h3,5,7,16H,1-2,4H2,(H,13,14,15)/t7-/m0/s1",C9H11N5O2Br2,381,2.68,4.17,-2.51,22.6,-150,4.542045124130208,1
Sc1nc2ccccc2c(c1)C(=O)CNN,14/000000010,"InChI=1S/C11H11N3OS/c12-13-6-10(15)8-5-11(16)14-9-4-2-1-3-7(8)9/h1-5,13H,6,12H2,(H,14,16)",C11H11N3OS,233,1.1,4.17,-7.82,2.35,-80,2.8519884753483318,1
O[C@H](COC(=O)Cc1nn[nH]c1)c1snc(n1)CCSCC,10/000000016,"InChI=1S/C12H17N5O3S2/c1-2-21-4-3-10-14-12(22-16-10)9(18)7-20-11(19)5-8-6-13-17-15-8/h6,9,18H,2-5,7H2,1H3,(H,13,15,17)/t9-/m1/s1",C12H17N5O3S2,343,0.48,4.17,-2.72,5.09,-190,4.13445280173249,1
O=C(Cc1nn[nH]c1)OCc1cc(Cl)c(c(c1)Cl)C(=O)N,10/000000003,"InChI=1S/C12H10Cl2N4O3/c13-8-1-6(2-9(14)11(8)12(15)20)5-21-10(19)3-7-4-16-18-17-7/h1-2,4H,3,5H2,(H2,15,20)(H,16,17,18)",C12H10N4O3Cl2,328,1.7,4.16,-3.26,2.35,-20,2.9487094029255374,1
Sc1nnc(o1)CC(=O)Nc1ccc2c(c1C)CCCC2,30/000000010,"InChI=1S/C15H17N3O2S/c1-9-11-5-3-2-4-10(11)6-7-12(9)16-13(19)8-14-17-18-15(21)20-14/h6-7H,2-5,8H2,1H3,(H,16,19)(H,18,21)",C15H17N3O2S,303,2.96,4.16,0.07,3.58,-120,2.696028235816785,1
Sc1nnc(o1)[C@@H](/C=C/COCCS)O,30/000000117,"InChI=1S/C8H12N2O3S2/c11-6(2-1-3-12-4-5-14)7-9-10-8(15)13-7/h1-2,6,11,14H,3-5H2,(H,10,15)/b2-1+/t6-/m1/s1",C8H12N2O3S2,248,1.47,4.15,1.53,3.58,-150,4.416266958954045,1
OCC/C=C/[C@H](c1nnc(o1)S)C(=O)O,30/000000128,"InChI=1S/C8H10N2O4S/c11-4-2-1-3-5(7(12)13)6-9-10-8(15)14-6/h1,3,5,11H,2,4H2,(H,10,15)(H,12,13)/b3-1+/t5-/m1/s1",C8H10N2O4S,230,0.77,4.15,5.79,3.85,-150,4.139954013363051,1
C1=N[C@@H](CO1)/C=C/1\NC(=O)N(C1=O)CC#CC1=CNCS1,17/000000016,"InChI=1S/C13H12N4O3S/c18-12-11(4-9-6-20-7-15-9)16-13(19)17(12)3-1-2-10-5-14-8-21-10/h4-5,7,9,14H,3,6,8H2,(H,16,19)/b11-4-/t9-/m1/s1",C13H12N4O3S,304,-0.15,4.15,0.67,3.58,-170,5.078573677480154,1
c1nc2oncc2c(n1)/C=C/CN1C=C[C@@H](CC1=O)NNCN,1/000000001,"InChI=1S/C14H17N7O2/c15-8-18-20-10-3-5-21(13(22)6-10)4-1-2-12-11-7-19-23-14(11)17-9-16-12/h1-3,5,7,9-10,18,20H,4,6,8,15H2/b2-1+/t10-/m0/s1",C14H17N7O2,315,0.66,4.15,7.76,5.21,-190,4.6303592618036395,1
OC(=O)c1cc(Br)c(cc1[C@H](CC)CS)O,17/000000088,"InChI=1S/C11H13BrO3S/c1-2-6(5-16)7-4-10(13)9(12)3-8(7)11(14)15/h3-4,6,13,16H,2,5H2,1H3,(H,14,15)/t6-/m1/s1",C11H13O3SBr,305,3.41,4.15,-5.27,14.2,-190,3.3547185792347225,1
OC/C=C(/CCc1ncc(cc1Br)OC[C@@H](c1oncc1)S)\C,3/000000014,"InChI=1S/C16H19BrN2O3S/c1-11(5-7-20)2-3-14-13(17)8-12(9-18-14)21-10-16(23)15-4-6-19-22-15/h4-6,8-9,16,20,23H,2-3,7,10H2,1H3/b11-5+/t16-/m0/s1",C16H19N2O3SBr,399,2.31,4.15,1.21,3.58,-190,3.9616326663783994,1
OC(=O)C(=C)c1cc(OP(=O)(O)O)c(c(c1)Br)O,17/000000071,"InChI=1S/C9H8BrO7P/c1-4(9(12)13)5-2-6(10)8(11)7(3-5)17-18(14,15)16/h2-3,11H,1H2,(H,12,13)(H2,14,15,16)",C9H8O7PBr,339,0.63,4.15,-5.19,18.9,-20,2.9286291383664977,1
OC(=O)C(=C)[C@H](CNCc1ccc(c(c1)O)Br)C=C,17/000000281,"InChI=1S/C14H16BrNO3/c1-3-11(9(2)14(18)19)8-16-7-10-4-5-12(15)13(17)6-10/h3-6,11,16-17H,1-2,7-8H2,(H,18,19)/t11-/m0/s1",C14H16NO3Br,326,2.3,4.14,-7.55,2.22,-190,3.4454479420456856,1
OC(=O)Cc1ncc(c(c1Br)S)O[C@@H]1C=CCC1,3/000000059,"InChI=1S/C12H12BrNO3S/c13-11-8(5-10(15)16)14-6-9(12(11)18)17-7-3-1-2-4-7/h1,3,6-7H,2,4-5H2,(H,14,18)(H,15,16)/t7-/m1/s1",C12H12NO3SBr,330,2.39,4.14,-3.07,2.48,-150,3.8638144969112735,1
Oc1c(I)nc(cc1)[C@@H](C=C)N,30/000000336,"InChI=1S/C8H9IN2O/c1-2-5(10)6-3-4-7(12)8(9)11-6/h2-5,12H,1,10H2/t5-/m1/s1",C8H9N2OI,276,1.21,4.14,7.83,10.1,-150,4.011177324634888,1
Sc1c(OCCNc2nc(ncc2)N)cncc1Br,3/000000045,"InChI=1S/C11H12BrN5OS/c12-7-5-14-6-8(10(7)19)18-4-3-15-9-1-2-16-11(13)17-9/h1-2,5-6H,3-4H2,(H,14,19)(H3,13,15,16,17)",C11H12N5OSBr,342,1.66,4.14,3.63,3.58,0,2.9724899691655438,1
C1=C(/C=C/2\NC(=O)N(C2=O)[C@@H](/C=C/C)c2oncc2)CNN1,17/000000217,"InChI=1S/C14H15N5O3/c1-2-3-11(12-4-5-17-22-12)19-13(20)10(18-14(19)21)6-9-7-15-16-8-9/h2-7,11,15-16H,8H2,1H3,(H,18,21)/b3-2+,10-6-/t11-/m0/s1",C14H15N5O3,301,0.83,4.14,-2.78,3.58,-170,4.691512142391829,1
C(=C\CBr)/NCc1nccc(n1)C[C@H](C[NH3+])CCN,3/000000120,"InChI=1S/C13H22BrN5/c14-4-1-6-17-10-13-18-7-3-12(19-13)8-11(9-16)2-5-15/h1,3,6-7,11,17H,2,4-5,8-10,15-16H2/p+1/b6-1+/t11-/m1/s1",C13H23N5Br,329,0.13,4.14,-0.71,3.58,-190,4.391980219572082,1
OC(=O)[C@H](c1ccc(c(c1)O)S(=O)=O)S,17/000000017,"InChI=1S/C8H8O5S2/c9-5-3-4(7(14)8(10)11)1-2-6(5)15(12)13/h1-3,7,9,14-15H,(H,10,11)/t7-/m0/s1",C8H8O5S2,248,0.14,4.13,-3.92,2.35,-150,4.218007787356412,1
c1oc(cc1C(=C)c1nc[nH]c1N(=O)=O)C(=O)N,25/000000050,"InChI=1S/C10H8N4O4/c1-5(6-2-7(9(11)15)18-3-6)8-10(14(16)17)13-4-12-8/h2-4H,1H2,(H2,11,15)(H,12,13)",C10H8N4O4,248,0.23,4.13,1.22,23.9,0,3.6377030241080845,1
O[C@H](CCCF)c1nnc(o1)S,30/000000087,"InChI=1S/C6H9FN2O2S/c7-3-1-2-4(10)5-8-9-6(12)11-5/h4,10H,1-3H2,(H,9,12)/t4-/m1/s1",C6H9N2O2SF,192,1.97,4.13,5.53,2.22,-150,4.008157919040483,1
OC(=O)CCCOC(=O)C#C[C@H]1NNCC1,24/000000003,"InChI=1S/C10H14N2O4/c13-9(14)2-1-7-16-10(15)4-3-8-5-6-11-12-8/h8,11-12H,1-2,5-7H2,(H,13,14)/t8-/m1/s1",C10H14N2O4,226,1.1,4.13,-2.0,2.22,-150,3.9839407770369215,1
c1nc(oc1CONCc1nnc([nH]1)C(=O)C)CC,17/000000160,"InChI=1S/C11H15N5O3/c1-3-10-12-4-8(19-10)6-18-13-5-9-14-11(7(2)17)16-15-9/h4,13H,3,5-6H2,1-2H3,(H,14,15,16)",C11H15N5O3,265,1.0,4.13,-0.35,3.58,-80,3.6690438153193883,1
SCCCCc1nnc([nH]1)[C@@H](c1cnccc1)C#CC=S,17/000000023,"InChI=1S/C15H16N4S2/c20-9-2-1-7-14-17-15(19-18-14)13(6-4-10-21)12-5-3-8-16-11-12/h3,5,8,10-11,13,20H,1-2,7,9H2,(H,17,18,19)/t13-/m1/s1",C15H16N4S2,316,3.35,4.13,-2.91,24.0,-170,4.237601420229208,1
Oc1cc(ccc1C[C@H](C)O)C(=O)c1ccc(cc1)Cl,17/000000018,"InChI=1S/C16H15ClO3/c1-10(18)8-12-2-3-13(9-15(12)19)16(20)11-4-6-14(17)7-5-11/h2-7,9-10,18-19H,8H2,1H3/t10-/m0/s1",C16H15O3Cl,290,3.6,4.13,-7.32,3.58,-190,2.424278726450657,1
Oc1cnc(c(c1)Cl)C#C[C@@H](c1occ(c1)C(=O)N)C=S,25/000000061,"InChI=1S/C14H9ClN2O3S/c15-11-4-10(18)5-17-12(11)2-1-8(7-21)13-3-9(6-20-13)14(16)19/h3-8,18H,(H2,16,19)/t8-/m1/s1",C14H9N2O3SCl,320,1.0,4.13,-2.13,25.0,-190,4.1978793173462225,1
SCCCc1c(C#CCC(=O)N)occ1,25/000000025,"InChI=1S/C11H13NO2S/c12-11(13)5-1-4-10-9(3-2-8-15)6-7-14-10/h6-7,15H,2-3,5,8H2,(H2,12,13)",C11H13NO2S,223,1.09,4.12,-3.57,18.7,0,3.6965913605621594,1
OC(=O)c1[nH][nH]c(=O)c1C/C=C/C=C,30/000000157,"InChI=1S/C9H10N2O3/c1-2-3-4-5-6-7(9(13)14)10-11-8(6)12/h2-4H,1,5H2,(H,13,14)(H2,10,11,12)/b4-3+",C9H10N2O3,194,0.47,4.12,6.81,3.85,0,3.4844137840727045,1
OC(=O)[C@](c1ccc(c(c1)O)Br)(N)OC,17/000000090,"InChI=1S/C9H10BrNO4/c1-15-9(11,8(13)14)5-2-3-6(10)7(12)4-5/h2-4,12H,11H2,1H3,(H,13,14)/t9-/m1/s1",C9H10NO4Br,276,0.82,4.12,-3.16,13.1,-170,3.47192731398363,1
O=C(CONCc1nnc([nH]1)CCn1ncoc1=O)N,17/000000213,"InChI=1S/C9H13N7O4/c10-6(17)4-20-12-3-8-13-7(14-15-8)1-2-16-9(18)19-5-11-16/h5,12H,1-4H2,(H2,10,17)(H,13,14,15)",C9H13N7O4,283,-0.12,4.12,-1.81,3.58,-60,3.916849398630304,1
OC(=O)[C@@H](c1ncc(c(c1Br)S)OS(=O)=O)N(=O)=O,3/000000114,"InChI=1S/C7H5BrN2O7S2/c8-3-4(5(7(11)12)10(13)14)9-1-2(6(3)18)17-19(15)16/h1,5,19H,(H,9,18)(H,11,12)/t5-/m1/s1",C7H5N2O7S2Br,373,0.3,4.12,-4.79,23.7,-170,4.654429879436026,1
O[C@H](c1nnc(n1CCC)CO)C=C,17/000000189,"InChI=1S/C9H15N3O2/c1-3-5-12-8(6-13)10-11-9(12)7(14)4-2/h4,7,13-14H,2-3,5-6H2,1H3/t7-/m0/s1",C9H15N3O2,197,1.01,4.12,-6.21,3.58,-190,3.517205114101376,1
O=C(C)NC/C=C/C=C\Cc1nnc([nH]1)C1=COC=CC1,17/000000196,"InChI=1S/C15H18N4O2/c1-12(20)16-9-5-3-2-4-8-14-17-15(19-18-14)13-7-6-10-21-11-13/h2-6,10-11H,7-9H2,1H3,(H,16,20)(H,17,18,19)/b4-2-,5-3+",C15H18N4O2,286,2.18,4.12,2.04,24.7,-160,4.013688008830656,1
N(C[C@@H](OC(=O)c1n[nH]c(=S)[nH]1)F)CNNC,16/000000001,"InChI=1S/C7H13FN6O2S/c1-9-11-3-10-2-4(8)16-6(15)5-12-7(17)14-13-5/h4,9-11H,2-3H2,1H3,(H2,12,13,14,17)/t4-/m1/s1",C7H13N6O2SF,264,1.3,4.11,4.9,2.22,-170,4.677208277964497,1
OCC#CCC(=C)c1occ(c1)C(=O)N,25/000000053,"InChI=1S/C11H11NO3/c1-8(4-2-3-5-13)10-6-9(7-15-10)11(12)14/h6-7,13H,1,4-5H2,(H2,12,14)",C11H11NO3,205,-0.38,4.11,3.01,18.4,0,3.5474895915994145,1
O[C@H](C/C=C\C1=CNC=CC1)c1nn[nH]c1,10/000000009,"InChI=1S/C11H14N4O/c16-11(10-8-13-15-14-10)5-1-3-9-4-2-6-12-7-9/h1-3,6-8,11-12,16H,4-5H2,(H,13,14,15)/b3-1-/t11-/m1/s1",C11H14N4O,218,0.73,4.11,1.65,2.22,-150,4.811020777036921,1
Oc1c(Br)ccc(c1)CNC[C@@H](C1=CC=COC1)C=C,17/000000223,"InChI=1S/C16H18BrNO2/c1-2-13(14-4-3-7-20-11-14)10-18-9-12-5-6-15(17)16(19)8-12/h2-8,13,18-19H,1,9-11H2/t13-/m0/s1",C16H18NO2Br,336,2.66,4.1,-7.68,3.58,-190,3.897020485743994,1
Sc1cccc(c1)C[C@H](NC1=NCC(=O)N1)S,9/000000011,"InChI=1S/C11H13N3OS2/c15-9-6-12-11(13-9)14-10(17)5-7-2-1-3-8(16)4-7/h1-4,10,16-17H,5-6H2,(H2,12,13,14,15)/t10-/m1/s1",C11H13N3OS2,267,1.4,4.1,-3.42,2.22,-170,3.9560869604522226,1
OC(=O)[C@@H](c1ncc(c(c1Br)S)OCCON)N(=O)=O,3/000000115,"InChI=1S/C9H10BrN3O6S/c10-5-6(7(9(14)15)13(16)17)12-3-4(8(5)20)18-1-2-19-11/h3,7H,1-2,11H2,(H,12,20)(H,14,15)/t7-/m1/s1",C9H10N3O6SBr,368,0.01,4.1,-4.85,5.09,-190,4.0775129156576755,1
C=C[C@H](c1nnc([nH]1)CNCCCN)C#Cc1[nH]ccc1,17/000000043,"InChI=1S/C15H20N6/c1-2-12(6-7-13-5-3-10-18-13)15-19-14(20-21-15)11-17-9-4-8-16/h2-3,5,10,12,17-18H,1,4,8-9,11,16H2,(H,19,20,21)/t12-/m0/s1",C15H20N6,284,1.96,4.1,-3.76,25.0,-190,4.370887674958086,1
S[C@H](Cc1cccc(c1)OCC)NC1=NCC(=O)N1,9/000000028,"InChI=1S/C13H17N3O2S/c1-2-18-10-5-3-4-9(6-10)7-12(19)16-13-14-8-11(17)15-13/h3-6,12,19H,2,7-8H2,1H3,(H2,14,15,16,17)/t12-/m1/s1",C13H17N3O2S,279,1.36,4.1,-3.53,2.22,-190,3.4006032964951576,1
Oc1noc(c1)CC/C=C/NCC1=CCOC1=O,3/000000037,"InChI=1S/C12H14N2O4/c15-11-7-10(18-14-11)3-1-2-5-13-8-9-4-6-17-12(9)16/h2,4-5,7,13H,1,3,6,8H2,(H,14,15)/b5-2+",C12H14N2O4,250,1.13,4.1,2.87,3.58,0,3.78241956800375,1
